Alarm discharge slide 1;1
Alarm discharge slide 2;2
Alarm discharge slide 3;3
Alarm discharge slide 4;4
Alarm weight indicator weigher 1 (LDM0);5
Alarm small weigher positioning;6
Alarm weight indicator weigher 2 (LDM1);7
;8
;9
;10
;11
;12
;13
;14
;15
;16
