Alarm frequency controller X;1
Alarm frequency controller y;2
Alarm position sensor X positions;3
Alarm position sensor Y positions;4
Weigher no-move during positioning X;5
Weigher no-move during positioning Y;6
Alarm discharge seal;7
Alarm dustcover valve;8
Alarm return air valve seal;9
;10
;11
;12
;13
;14
;15
;16
