Alarm processor loads;1
Emergency stop not ok;2
No communicationo Slave 15: IO;3
No communicationo Slave 16: IO;4
No communicationo Slave 17: IO;5
No communicationo Slave 18: IO;6
;7
;8
;9
;10
;11
;12
;13
;14
;15
;16
