Alarm WMS A broken wire;1
Alarm WMS A calibration not OK;2
Alarm WMS A calibration on;3
Alarm WMS A communication not OK;4
Hydro unit thermical fault;5
Alarm WMS B broken wire;6
Alarm WMS B calibration not OK;7
Alarm WMS B calibration on;8
Alarm WMS B communication not OK;9
Alarm WMS C broken wire;10
Alarm WMS C calibration not OK;11
Alarm WMS C calibration on;12
Alarm WMS C communication not OK;13
;14
;15
;16
